Senior Developer- Ruby on Rails,Comviva,"Gurugram, Haryana, India",On-site,"1,001-5,000 employees","3,084 on LinkedIn",41 applicants,"Information Technology & Services 1,001-5,000 employees 3,084 on LinkedIn",Full-time · Mid-Senior level,['About YABXYABX is an alternate lending startup with a mission to enable seamless access to financial services for a large section of the world who don’t have access to conventional bankingproducts or simply don’t find services from formal institutions relevant to their needs.We bridge this gap in credit by leveraging technology to curate user behavior through'],Amazon Web Services (AWS)AddGitAddLinuxAddMongoDBAddMySQLAddNoSQLAddPostgreSQLAddRSpecAddRubyAddRuby on RailsAdd
"Sr. Representative, Operations",Concentrix,"Thane, Maharashtra, India",On-site,"10,001+ employees","135,367 on LinkedIn",75 applicants,"Information Technology & Services 10,001+ employees 135,367 on LinkedIn",Contract · Entry level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Amdocs CRMAddCommunicationAddComputer NavigationAddCustomer ContactAddCustomer EducationAddCustomer SatisfactionAddCustomer ServiceAddKey Performance IndicatorsAddProbeAddProblem SolvingAdd
Territory Account Sales Executive,Autodesk,"Mumbai, Maharashtra, India",Full-time,"10,001+ employees","14,209 on LinkedIn",142 applicants,"Computer Software 10,001+ employees 14,209 on LinkedIn",Full-time,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Account ManagementAddAccount PlanningAddBusiness PlanningAddChannel PartnersAddChannel SalesAddContract NegotiationAddInside SalesAddKey AccountsAddPost-SalesAddSales ProcessesAdd
People Strategist,TaskUs,"Gurgaon, Haryana, India",Hybrid,"10,001+ employees","21,202 on LinkedIn",83 applicants,"Outsourcing/Offshoring 10,001+ employees 21,202 on LinkedIn",Full-time · Mid-Senior level,"['Provide counseling to employees and supervisors as needed and appropriate.', 'Responsible for the orientation of new staff members, and training.', ""In charge of terminations and you'll be providing exit interviews."", ""Drafting and implementing employee rules, regulations and policies that would govern our employees' standards of behavior, which should be aligned by the Global Policies of the Company."", 'Have an effective partnership with the internal teams (leadership, Operations, marketing, BED, recruitment, etc.) to ensure the success of the People Champs Department.', 'Work with the legal team on any and all documentation and/or compliance matters (i.e. Ministry of Labor, other regulatory agencies) as well as in instances where labor litigation is needed.', 'At least 10 years relevant experience in Human Resource Management.', 'Knowledgeable in strategic planning, employee relations, and labor litigation.', 'Experience in the BPO industry and working with multi-jurisdictional teams. (A Plus, if you have any.)', 'Knowledgeable in preparing project proposals and progress reports']",Human Resources (HR)CommunicationAddEmployee RelationsAddExit InterviewsAddHR ManagementAddJob SatisfactionAddPropositionAddResource ManagementAdd
"Sr. Clinical Support Specialist, Chennai",Align Technology,"Chennai, Tamil Nadu, India",On-site,"10,001+ employees","11,441 on LinkedIn",17 applicants,"Medical Device 10,001+ employees 11,441 on LinkedIn",Full-time,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Clinical SupportAddCommunicationAddDental SurgeryAddPresentationsAddPulsesAddSpeaker ManagementAdd
Business Development Executive,Pragma Edge Inc,"Hyderabad, Telangana, India",On-site,201-500 employees,214 on LinkedIn,16 applicants,Information Technology & Services 201-500 employees 214 on LinkedIn,Full-time · Entry level,"['Responsible for sales and achieving revenue goals set by management', 'Need To identifying new business opportunities and closing deals', 'Need To identifying businesses from existing clients and upsell / cross sell.', 'Excellent organization and time management skills', 'Strong communication and presentation skill', 'have a knowledge on b2b sales and selling IT products / solutions / consulting services.', '', '', '']",MarketingCall Center DevelopmentAddCold CallingAddEvidenceAddIT SalesAddPresentationsAdd
Senior IT Engineer,Biofourmis,"Bengaluru, Karnataka, India",Hybrid,201-500 employees,576 on LinkedIn,Over 200 applicants,Biotechnology 201-500 employees 576 on LinkedIn,Full-time · Mid-Senior level,"['Perform end-user device configuration and support for primarily MacOS devices, including system patching.', 'Perform daily endpoint and network administration tasks, including but not limited to system monitoring, verifying integrity and availability of hardware and computing resources, systems, and key infrastructure, troubleshooting system issues, reviewing system and security logs.', 'Perform timely 1st level and 2nd level support, escalating to 3rd level support if necessary.', 'Manage onboarding and offboarding requests for IT systems provisioning and deprovisioning, using MDM and Directory Service solutions.', 'Manage Directory Service, antivirus, firewall, IDS/IPS, SIEM services under the guidance of senior systems engineers.', 'Create, update, test and enforce technical documentation (e.g., IT security policies, procedures, guidelines, templates) on primarily Mac devices and network equipment.', 'Liaise with third-party vendors and external contractors for IT hardware support, procurement, and implementation.', 'Maintain detailed records for IT hardware and fixed assets, change requests, and other forms and logs where necessary.', 'Assist in information security and compliance audits by providing detailed information and records.', 'Research the latest industry practices and technologies as well as emerging threats and vulnerabilities, recommending and implementing new technologies and processes to enhance security capabilities.', 'Ability to work in the Bangalore, India office is a plus.', 'Minimal 5 years’ experience in System Administration and Network Support Operations activities', 'Local Polytechnic Diploma or above, related to Information Technology', 'Okta Certified Professional certified', 'JAMF 100 Certified', 'ServiceNow incident and catalog request management experience.', 'Technical experience with Mac OS X System Troubleshooting', 'Technical experience with maintaining server and network infrastructure', 'Working knowledge of network technologies (e.g., VPNs, SSL, TLS, redundancy)', 'Able to effectively function in a diverse, fast-growing, and multicultural environment', 'Having exposure to security and compliance audits like ISO 27001, SOC 2 etc. is a plus', 'Good communication and interpersonal skills are a plus']",Information TechnologyAddSystem AdministrationAddTroubleshootingAdd
UI/UX Design work from home job/internship at Chandra Times,Chandra Times,India,Remote,201-500 employees,3 on LinkedIn,195 applicants,Entertainment 201-500 employees 3 on LinkedIn,Full-time · Internship,"['are available for the work from home job/internship', ""can start the work from home job/internship between 18th Mar'23 and 22nd Apr'23"", 'are available for duration of 3 months', 'have relevant skills and interests']",Adobe PhotoshopAddAfter EffectsAddFigma (Software)AddSketch AppAddUser Experience (UX)AddUser Experience Design (UED)AddUser Interface DesignAddVideo EditingAddWeb DevelopmentAddWireframingAdd
Workday Technical & HCM Trainer,Workday,"Pune, Maharashtra, India",Hybrid,"10,001+ employees","18,889 on LinkedIn",177 applicants,"Computer Software 10,001+ employees 18,889 on LinkedIn",Full-time,"['Be the ambassadors of Workday.', 'Complete a training and qualification program and become proficient in the Workday product suite.', 'Mastering in different class environments and various teaching tools/technologies with the aim of providing the trainees with the best training experience.', 'Lead full days of training to audiences that can include customers, partners and Workmates.', 'Use dynamic presentation skills to engage your students and improve their learning experience', ""Handle anticipated or unforeseen classroom/virtual classes' situations in an utmost professional manner."", 'Perform administrative responsibilities for classes you are conducting.', 'Participate in frequent trainings to stay current with software updates. Learn and quickly master new product functionality', 'Become a professional in Workday technical (i.e Integrations/Reporting/etc) and Workday HCM product suite and Cross Applications tools.', 'Build relationships with Workmates across teams to share standard methodologies, drive innovation, and meet goals.', 'Participate in cross functional projects.', 'Travel: Our priority is keeping our colleagues and clients safe, so we are currently working remotely. Once the condition safely allows travel to resume, there may be up to 50% travel may be required.', 'Bachelor’s degree or equivalent, relevant working experience is required. Degree in Information Technology/Computing related is preferred.', '3+ years’ experience in full scale ERP deployments or Training.', '3+ years’ experience working with enterprise applications such as Workday, PeopleSoft, Oracle, or SAP.', 'Language Skills: English in Business Level fluency is required', 'Willing to master both Workday technical related and HCM product knowledge.', 'Passion for education! Strong interest in learning, teaching, and mastering new technologies.', 'Self-motivated and can work without direct supervision.', 'Experience in conducting virtual or in-person classes with a large audience.', 'Demonstrated ability to work closely with non-technical business owners on a technical solution.', 'Strong Web Services development experience (SOAP and REST) with a deep understanding of JSON, MVEL, XSLT, XPath and XML.', 'Strong interface/integration system building skills and/or strong mobile application/web development skills is preferred.', 'Experience with one or more of the following preferred: Linux, OO design and Java development, SQL, SOAPUI, Workday Studio/EIB/Document Transformation, web development, Postman, IntelliJ, webhooks, authentication methods, Workday HCM, or Tableau.', 'Workday Integration experience with Workday Studio, EIB, or Document Transformation is preferred', 'Excellent analytical and demonstrated problem solving skills both technically and functionally. Proven ability to proactively and quickly grasp, distill and synthesize concepts and details from diverse sources, identify trends, develop strategies, and implement high-impact solutions. .', 'Ability to master the simultaneous use of multiple classroom technologies while delivering training, including electronic training material, remote conferencing tools, interactive display screens, and audio/visual equipment.', 'Ability to unravel sophisticated ideas into simple concepts in helping audiences to easily absorb and retain such information', 'Passionate about overcoming challenges and able to work independently towards success.', 'Being agile and flexible while adapting to a changing environment.']",Human Capital ManagementAddInfor Enterprise Resource Planning (ERP)AddJava DevelopmentAddLanguage SkillsAddLearningAddSoftware UpdatesAddTrainingAddWorkdayAddWorkday IntegrationAddWorkday StudioAdd
Sr Software Engineer,Wabtec Corporation,"Bengaluru, Karnataka, India",Hybrid,"10,001+ employees","7,005 on LinkedIn",15 applicants,"Railroad Manufacture 10,001+ employees 7,005 on LinkedIn",Full-time · Mid-Senior level,"['Responsible for providing technical leadership, Software design, development and maintenance of Remote Monitoring and Diagnostics applications', 'Development using Java, J2EE, Hibernate, Spring MVC, Spring boot, microservices, PL/SQL', 'Proficiency in core Java, JavaScript, AngularJS, jQuery, Bootstrap, HTML5, Ajax and REST. Good knowledge on Web Development practices (MVC, JavaScript Frameworks, REST, Responsive Design)', 'Well-verse with Data structures, algorithms;', 'Developing and executing unit / integration test cases and performing white box testing', 'Expert in assessing application performance and optimizing it through design and best coding practices, adhere to all the software architectural and Security standards', 'Research & follow industry technology trends to help GE stay current', 'Skilled in breaking down problems, documenting problem statements and estimating efforts.', 'Ability to take ownership of small and medium sized tasks and deliver while mentoring and helping team members. Drive design, code, testcase reviews.', 'Serve as SME; Assist, guide, debug and troubleshoot with the Support team to resolve customer issues of technical nature', 'Apply principles of SDLC and Agile methodologies like Lean/Scrum/XP, CI/CD, Software and Product Security, Scalability, Documentation Practices, refactoring and Testing Techniques', 'Participate with Functional discussions to understand requirements and deliver solutions that meets the needs', 'Expert in processes / methodologies and Skilled in build, release & deployment processes', 'Experience on Cloud, AWS or Azura is added advantage', 'Masters or Bachelor’s Degree in Information Systems, Information Technology or Computer Science', 'Minimum 7 years of Strong development and implementation experience across different stages of SDLC using Java, J2EE, Spring, Spring boot, Microservices, Hibernate, Web technologies and Portal Platforms', 'Minimum 2 years of experience working on latest front end technologies like Angular JS, jQuery, JavaScript, Bootstrap, HTML5, Ajax.', 'Experience in Ant, Maven, Gradle build scripts', 'Experience with tools like SVN, CVS and GitHub for code configuration management.', 'Prior Experience in software product development', 'Strong analytical and Influencing skills with proven experience to design / develop solutions in a matrix / global environment', 'Excellent oral and written communication skills in English', 'High energy, Customer Passion & attention to details', 'Ability to operate in a fast paced environment with a sense of urgency, ownership, and accountability', 'Experience leading design reviews for large system software designs.', 'Experience with multi-threaded, concurrent systems.', 'Adaptable/Flexible: being open to change in response to new information, different or unexpected circumstances, and having the ability to navigate ambiguous situations']",Core JavaAddHTML5AddJavaScriptAddJavaScript FrameworksAddMicroservicesAddModel-View-Controller (MVC)AddSoftware DevelopmentAdd
Proposal Engineer- Renewable,Emerson,"Noida, Uttar Pradesh, India",On-site,"10,001+ employees","41,052 on LinkedIn",Over 200 applicants,"Mechanical Or Industrial Engineering 10,001+ employees 41,052 on LinkedIn",Full-time · Entry level,"['Responsible for Renewable (Solar, Wind, BEMS, etc.) Proposal Generation of Control System and SCADA solutions.', 'Shall have working experience on Control System, SCADA, Analytics solutions (Forecast, Scheduling, Solar Panel & Battery life calculations etc.) with Solar Power Plant Plant, BEMS developer/ end users/Control System supplier for Solar Power Plant Or Shall have working experience on Control System, SCADA, Analytics solutions (Forecast, Scheduling, APM etc.) with Wind Turbine OEM/end users/Control System supplier for Wind Turbine and Farms', 'Analyze RFQ (Specifications) & Customer Requirements.', 'Working for Multiple EPCs, Developers understanding there requirements and working on proposal meeting those requirement.', 'Preparation of Optimum Solution with identification of Risks and Mitigation plan.', 'Cost Estimation.', 'Techno Commercial Meetings with Customer along with Sales team or independent.', 'Meeting Quality and Timelines.', 'Plan and prepare proposals on Control System and SCADA Package solutions.', 'Should have good knowledge of Control System Hardware and Software functions and awareness of standards in use.', 'Work closely with Sales team and understand the customer requirements and prepare the proposal accordingly.', 'To work with the Proposal team members and use the existing knowledge available for preparing the solutions.', 'Should be able to conduct Plant survey for identifying the solution needs and challenges for retrofits.', 'Work with minimal supervision.', 'Co-ordinate with Procurement teams and if required work with vendors for Techno commercial offers as part of Solution requirements.', 'Should work on the Tools available as standards and get proficient using them.', 'Follow all the Standard Values of Organization.', 'Follow all the QUALITY Standards of Organization.', 'Consult with Application and Projects team for clear understanding of system related concepts.', 'The candidate should have knowledge of Hardware and Software functions of DCS / SCADA systems.', 'Good communication skills']",Control SystemAddCustomer RequirementsAddDistributed Control System (DCS)AddPower PlantsAddProcurementAddProposal WritingAddRequest for Quotation (RFQ)AddRetrofitAddSCADAAddTechnoAdd
MS Engineer - Windows,NTT Global Data Centers,"Mumbai, Maharashtra, India",Hybrid,"501-1,000 employees",828 on LinkedIn,18 applicants,"Information Technology & Services 501-1,000 employees 828 on LinkedIn",Full-time · Entry level,"['Ensure that assigned infrastructure at the client site is configured, installed, tested, and operational', 'Perform necessary checks, apply monitoring tools and respond to alerts', 'Identify problems and errors prior to or when it occurs and log all such incidents in a timely manner with the required level of detail', 'Assist in analyzing, assigning, and escalating support calls', 'Investigate third line support calls assigned and identify the root cause of incidents and problems', 'Report and escalate issues to 3rd party vendors if necessary', 'Provide onsite technical support to clients and provide field engineering services to clients', 'Conduct a monthly random review of incidents and service requests, analyze and recommend improvement in quality', 'Provide continuous feedback to clients and affected parties and update all systems and/or portals as prescribed by NTT', 'Proactively identify opportunities for work optimization including opportunities for automation of work', 'Ability to communicate and work across different cultures and social groups', 'Ability to plan activities and projects well in advance, and takes into account possible changing circumstances', 'Ability to maintain a positive outlook at work', 'Ability to work well in a pressurized environment', 'Ability to work hard and put in longer hours when it is necessary', 'Ability to apply active listening techniques such as paraphrasing the message to confirm understanding, probing for further relevant information, and refraining from interrupting', 'Ability to adapt to changing circumstances', 'Ability to place clients at the forefront of all interactions, understanding their requirements, and creating a positive client experience throughout the total client journey', 'Advanced diploma, degree, or relevant qualification in IT/Computing (or demonstrated equivalent work experience)', 'Demonstrated work experience', 'Demonstrated experience required in Engineering function within a medium to large ICT organization', 'Demonstrated experience of Managed Services', 'Demonstrated working knowledge of ITIL processes', 'Demonstrated experience working with vendors and/or 3rd parties']",CommunicationAddCustomer ExperienceAddDebuggingAddForefrontAddITILAddInformation TechnologyAddInformation and Communications Technology (ICT)AddLevel of Detail (LOD)AddRoot CauseAddService-Level Agreements (SLA)Add
Network Admin - L3,NTT Global Data Centers,"Mumbai, Maharashtra, India",Hybrid,"501-1,000 employees",828 on LinkedIn,170 applicants,"Information Technology & Services 501-1,000 employees 828 on LinkedIn",Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Active ListeningAddCommunicationAddForefrontAddLevel of Detail (LOD)AddProduct ReviewsAddReliabilityAddRoot CauseAddService LevelsAddService-Level Agreements (SLA)AddTroubleshootingAdd
Data Controller,ENP Technologies,"Maharashtra, India",Hybrid,2-10 employees,7 on LinkedIn,82 applicants,Information Technology & Services 2-10 employees 7 on LinkedIn,Full-time,"['Assist in the delivery of the project data control work instructions covering data validation and handover to Operations, based the Company’s specific data control delivery procedure.', 'Assist in developing data control delivery framework with procedures.', 'Maintain the project reference data libraries for each data-oriented application.', 'Collect and validate data from the execution contractors and / or internal Capital Project stakeholders into a central data repository.', 'Assist with the preparation of data handover to Commissioning and to Operations, or handover to next project phase.', 'Assist with the preparation and issue of the data performance reports.', 'Deliver project document control against project procedures for internal and external design and vendor documents, and project correspondence.', 'Comply with the Company Records Management for Controlled and not-Controlled documents.', 'Undertake project filing, archiving and handover preparation.', 'Execute document control activities like document registration, quality checks and distribute the document to internal and external stakeholders.', 'Previous experience in engineering Information Management is desirable', 'Data control processes and associated application, with exposure in an engineering / project environment, cross-discipline engineering data (requirements and use) including business data model of engineering, spare parts processes, Maintenance Management System build processes (desirable).', 'Cross-discipline engineering documents (requirements and use) and discipline approval processes within project teams (desirable).', 'Records Management principles and implementation methods.', 'Document control and document management systems as well as in using (at least some of) project reporting software such as Crystal, Business Objects, MS Access, and Excel (desirable).', 'Experience in working with EDWs such as SPF, AVEVA, or AHA is desirable', 'Experience in working with EDMS such as OpenText, SDX, Aconex is desirable']",Data AnalysisAddData ManagementAddData MiningAddData ModelingAddData ScienceAddData WarehousingAddInformation ManagementAddMaster Data ManagementAdd
Technology Sales Specialist,Ashnik,"Mumbai, Maharashtra, India",Hybrid,11-50 employees,32 on LinkedIn,68 applicants,Information Technology & Services 11-50 employees 32 on LinkedIn,Full-time,"['3+ years of experience in lead generation and qualification', 'Experience in selling technology services to large enterprises.', 'Experience of working with customers in Southeast Asia region is highly desirable.', 'Excellent written and verbal communication skills', 'Experience using research tools such as Lusha, ZoomInfo, LinkedIn', ""Bachelor's degree in business administration, Marketing, or a related field"", 'High degree of patience and ability to navigate organization to reach right contacts.', 'Strong persuasion skills', 'Ability to research to get background information.', 'Excellent verbal and written communications skills', 'Strong listening and presentation skills', 'Strong pro-activeness as well as excellent teamwork', 'Quick learner to grasp various open-source technologies that we carry.', 'Generate new sales leads through prospecting, outbound calling, and market research.', 'Qualify leads and determine their potential for conversion to opportunity.', 'Research accounts, identify key individuals, connect with them and generate interest.', 'Identify and nurture leads to move them through the sales funnel.', 'Schedule and attend discovery calls (virtual) along with sales team.', 'Collaborate with the sales team to develop and implement effective sales strategies.', 'Maintain accurate records of all leads activities in the SFDC system.', 'Work closely with Sales team members for further development of opportunity and closure', 'Great opportunity to be a thought leader in the open-source world.', 'Providing multi-technology solutions instead of delivering just a product', 'Working closely with the pioneers in the open-source industry', 'Dealing with fast growing, enterprise customer’s digital transformation projects', 'Potential to accelerate your career internally and regionally due to expansion opportunities within the business.', 'Comprehensive medical insurance', 'Flexible working options with WFH being default.', 'Continuous Training & Development', 'Professional courses and certification support', 'Generous parental and family leave', 'Paid medical and annual leaves.', 'Reward and Recognition Program']",Lead GenerationBusiness DevelopmentAddCold CallingAddCommunicationAddIdentifying New OpportunitiesAddInside SalesAddPersuasionAddPresentation SkillsAddSalesAddTeamworkAdd
MS Engineer L2,NTT Global Data Centers,"Mumbai, Maharashtra, India",Hybrid,"501-1,000 employees",828 on LinkedIn,25 applicants,"Information Technology & Services 501-1,000 employees 828 on LinkedIn",Full-time · Entry level,"['Ensure that assigned infrastructure at the client site is configured, installed, tested, and operational', 'Perform necessary checks, apply monitoring tools and respond to alerts', 'Identify problems and errors prior to or when it occurs and log all such incidents in a timely manner with the required level of detail', 'Assist in analyzing, assigning, and escalating support calls', 'Investigate third line support calls assigned and identify the root cause of incidents and problems', 'Report and escalate issues to 3rd party vendors if necessary', 'Provide onsite technical support to clients and provide field engineering services to clients', 'Conduct a monthly random review of incidents and service requests, analyze and recommend improvement in quality', 'Provide continuous feedback to clients and affected parties and update all systems and/or portals as prescribed by NTT', 'Proactively identify opportunities for work optimization including opportunities for automation of work', 'Ability to communicate and work across different cultures and social groups', 'Ability to plan activities and projects well in advance, and takes into account possible changing circumstances', 'Ability to maintain a positive outlook at work', 'Ability to work well in a pressurized environment', 'Ability to work hard and put in longer hours when it is necessary', 'Ability to apply active listening techniques such as paraphrasing the message to confirm understanding, probing for further relevant information, and refraining from interrupting', 'Ability to adapt to changing circumstances', 'Ability to place clients at the forefront of all interactions, understanding their requirements, and creating a positive client experience throughout the total client journey', 'Advanced diploma, degree, or relevant qualification in IT/Computing (or demonstrated equivalent work experience)', 'Up to date and relevant ITIL certification', 'Cisco Certified Internetwork Expert - Routing and Switching (CCIE-R/S)', 'Cisco Certified Network Professional - Wireless (CCNP-W)', 'Juniper Networks Certified Support Professional - Enterprise Routing and Switching (JNCSP-ENT)', 'JNCIA Security', 'Certified Partner SE - WAN Optimization', 'Riverbed Certified Solutions Professional - WAN Optimization (RCSP-W)', 'F5 Certified Technology Specialist Local Traffic Management (F5-CTS-LTM)', '301a LTM Specialist Architect Setup and Deploy Security domain', 'Cisco Certified Internetwork Expert - Security (CCIE-S)', 'Juniper Networks Certified Internet Associate - Intrusion Detection and Prevent (JNCIA-IDP)', 'Check Point Certified Security Administrator (CCSA)', 'Check Point Certified Security Administrator NG with Application Intelligence (CCSA-NG AI)', 'Check Point Certified Security Expert (CCSE)', 'Certified Partner SE - Security', 'Certified Partner SE - Web Security', 'VMware Certified Professional vSphere', 'Cisco Certified Internetwork Expert - Certification - Data Center (CCIE-DC)', 'MCSA+VCP, RHCE, or equivalent', 'EMC Technology Architect, VNX Solutions Specialist Version 8.0 (EMCTA_VNX_SS_V8)', 'Blue Coat Certified Proxy SG Professional (BCCPSGP)', 'Blue Coat Certified Proxy SG Troubleshooting (BCCPSGT)', 'Cisco Certified Internetwork Expert - Voice (CCIE-V)', 'Cisco Certified Network Associate - Video (CCNA-VID)', 'ACIS - Avaya Communication Manager 5.2.1 (ACIS – 6006)', 'Genesys Certified Composer Routing 8 Developer (GCD8-DCR)', 'Genesys CIM8 Troubleshooting for Support (GCS8-CCTS)', 'Genesys eServices 8 Consultant (GCP8-CESV)', 'Genesys Inbound Voice 8 Consultant (GCP8-CIV)', 'Genesys SIP Server 8 Consultant (GCP8-SIP)', 'Genesys Voice Platform 8.5 Consultant (GCP8-CVP)', 'Genesys Workforce Management 8.5 Consultant (GCP8-WFM)', 'Cisco Qualified Specialist - Cisco IP Contact Center Express Representative (CQS-IPCCER)', 'Cisco Qualified Specialist - Cisco IP Contact Center Express Specialist (CQS-IPCCE)', 'Cisco Qualified Specialist - Cisco IP Telephony Design Specialist (CQS-DS)', 'Cisco Certified Internetwork Expert - Certification - Collaboration (CCIE-COLLA)', 'Genesys Certified Composer Routing 8 Developer (GCD8-DCR)', 'Genesys Composer using Voice Applications 8 Developer (GCD8-DCV)', 'Solid years of work experience', 'Solid experience required in Engineering function within a medium to large ICT organization', 'Solid experience of Managed Services', 'Excellent working knowledge of ITIL processes', 'Excellent experience working with vendors and/or 3rd parties']",Avaya Communication ManagerAddCQSAddCheckpointAddCisco IP Telephony DesignAddEMC Storage ProductsAddInformation and Communications Technology (ICT)AddLevel of Detail (LOD)AddRed Hat Certified Engineer (RHCE)AddRoot CauseAddVMware Certified ProfessionalAdd
"Senior Engineer II, SW",HARMAN International,"Bengaluru, Karnataka, India",Full-time · Associate,"10,001+ employees","23,742 on LinkedIn",43 applicants,"Consumer Electronics 10,001+ employees 23,742 on LinkedIn",Full-time · Associate,"['Uses Agile Scrum Methodology for software development', 'Takes functional ownership of a set of software modules', 'Analyzes and develops code to satisfy a software requirement', 'Evaluates and documents the software architecture', 'Adequately comments all code', 'Collaborate with other architects to ensure alignment with overall architecture and product requirements', 'Ability to refine requirements and solve problems', 'Closely cooperates with the QA team to ensure proper functional and integration test support', 'Developing and improving solutions(including bug fixes) to a problem', 'Performs technical research, monitors current trends and changes in technology', 'Interfaces with all departments within company', 'Demonstrates industry knowledge to assist in new product development', 'Performs related duties as assigned', 'Master’s or Bachelor’s degree in Computer/ Software Engineering (or equivalent).', '5+ years of relevant working experience.', 'Experience integrating with 3rd party APIs through server-side applications', 'Experience with building highly scalable APIs supporting large high-volume environments', 'MUST HAVE SKILLS:, Core Java , J2EE, Spring 4.x, Hibernate 3.x & Agile Development Methodology.', 'Good Knowledge of REST APIs.', 'Good knowledge of Oracle /SqlServer.', 'Good Knowldege of design patterrns.', 'Good knowledge of Eclipse', 'Knowledge of MVC architecture', 'Experienced with SVN and GIT version control and Agile development methodologies', 'Experienced in continuous build technologies and concepts', 'Good understanding of Websockets', 'Track record of strong troubleshooting and problem resolution skills', 'Experience in performance optimization of high-volume, distributed web services', 'Should be able to think out of the box and contribute towards future projects', 'Knowldge of UI, HTML, CSS, Java script development', 'Knowlegde of Angular 2/4/9 would be added advantage', 'Ability to handle a variety of projects simultaneously', 'Must be self starter and a team player', 'Should be a technical leader who inspires other teammates', 'Ability to work effectively with other teams', 'Should have excellent written and verbal skills', 'Experience working with globally distributed team is preferred', 'Ability to program and design in OOP/OOD', 'Demonstrate character, clarity, courage and commitment to high-performance', 'Build environment of trust, high performance and engagement by establishing clear goals and a commitment to feedback, development and recognition', 'Champion a better, faster and simpler way of doing things', 'Apply original thinking and continuous improvement to processes, products, systems or services and manage change to better serve customer needs', 'Connect, engage and communicate with others', 'Encourage open expression of ideas; communicate effectively at all levels and build strong relationships', 'Make sound decisions', 'Demonstrate critical thinking to take appropriate risk and make sound and timely decisions', 'Deliver extraordinary results', 'Take initiative to achieve superior, quality results against internal or external standards of excellence', 'Willingness to travel 5% of the time.', 'Willingness to work in an office in Bangalore, Karnataka.']",Agile DevelopmentAddBack-End Web DevelopmentAddCascading Style Sheets (CSS)AddCore JavaAddHibernateAddJakarta EEAddJavaAddMethodologyAddObject-Oriented Programming (OOP)AddSpring FrameworkAdd
Senior Human Resources Manager,City Space India,"Gurugram, Haryana, India",On-site,51-200 employees,46 on LinkedIn,Over 200 applicants,Real Estate 51-200 employees 46 on LinkedIn,Full-time,"['', '', '']",Human Resources (HR)Business AcumenAddComputer LiteracyAddIndustry standardsAddPayroll AdministrationAddPayroll ManagementAddProcess ImprovementAddRecruitingAddTalent AssessmentAddTalent MappingAdd
Lead Software Engineer,Synamedia,"Bengaluru, Karnataka, India",On-site,"1,001-5,000 employees","1,762 on LinkedIn",46 applicants,"Broadcast Media 1,001-5,000 employees 1,762 on LinkedIn",Full-time · Mid-Senior level,"['Build new, scalable, robust software solutions to deliver Cloud Recording and Playback services that run on public, private and hybrid cloud environments.', 'Develop cloud-based software platforms with integrated automation and monitoring tools', 'Work with Cloud infrastructure teams and data centres', 'Operate within an Agile development environment', 'Will be working in all stages of project lifecycles', 'Self-starter, willing to learn new technologies with can do attitude', '8+ year experience in designing and development of software system', 'Computer Science/Computer Engineering or equivalent', 'Proficient in Golang Programming language', 'Good in designing a complex, scalable and robust software system', 'Experience with databases such as Postgress, MySQL or similar', 'Experience using test driven development, GIT, Jenkins, CI/CD and test automation', 'Strong team collaboration skills', 'Strong written and verbal communication skills', 'Node.js and Python development experience', 'Experience working in Linux deployment and administration', 'Experience with Kubernetes / Docker', 'DevOps tools, Jenkins, Grafana, Git, Ansible, Docker, Kubernetes, and JIRA', 'Experience on Prometheus metrics, Grafana and Kibana dashboards', 'Experience in storage domain', 'M.S / B.S. in Computer Science, Computer Engineering, Software Engineering, or related areas is preferred', 'We want to let you know that Synamedia is committed to promoting a diverse and inclusive community - a place where we can all be ourselves and succeed. We offer a range of family friendly, inclusive employment policies, flexible working arrangements, engagement activities and services to support all our people.']",CommunicationAddComputer ScienceAddSoftware DevelopmentAddSoftware SystemsAdd
Staff Software Engineer (Java and Identity Access Management),Zscaler,"Bengaluru, Karnataka, India",Full-time · Mid-Senior level,"5,001-10,000 employees","6,681 on LinkedIn",99 applicants,"Computer & Network Security 5,001-10,000 employees 6,681 on LinkedIn",Full-time · Mid-Senior level,"['Take end-to-end ownership of the design and implementation of core product functionality and key technical initiatives', 'Become a key decision-maker for all things related to product architecture', 'Mentor junior members of the team', 'Play well with others!', 'Be a great teammate and help us maintain our positive culture', 'BS/MS degree (Engineering, Computer Science)', 'Should have a minimum of 10 years of hands-on experience in application development using Java.Experience with designing and implementing enterprise-grade Security or Networking product', 'Expert-level technical knowledge: Enterprise Java, OOP, OOA, systems architecture and RESTful APIs, and related frameworks, relational and NoSQL databases, CI/CD (tools and processes)Expert-level technical knowledge: Enterprise Java, OOP, OOA, systems architecture and RESTful APIs, and related frameworks ( e.g. Hibernate, Spring). CI/CD (tools and processes)', 'Knowledge of Identity and Access Management protocols, such as: OAuth, OpenID Connect, SAML, Federation, SSO, etc. a must', 'Knowledge about Docker/Kubernetes and container infrastructure would be a plus']",Application DevelopmentAddComputer ScienceAddFunctionalityAddMulti-tenantAddNetworkingAddProduct DesignAddSoftware DevelopmentAdd
