Job_Name,Company,Loaction,Job_type,Employees,Followers,Applicant,Industry,Invovlement,Job_Desception,skills
Business Accountability Specialist,Wells Fargo,"Hyderabad, Telangana, India",Hybrid,"10,001+ employees","206,991 on LinkedIn",7 applicants,"Financial Services 10,001+ employees 206,991 on LinkedIn",Full-time · Associate,"['About this role:', ""Participate in research, assessment, and documentation of matters relating to the business' policy and regulatory adherence, risk mitigation, or control efforts; identify patterns and trends and looks for opportunities for procedural or control improvements within area of focus"", 'Conduct assessments and analysis of basic business or operational outcomes, systems of record, technical assignments, documentation, procedures, or challenges that require research, evaluation, and selection of alternatives; exercise independent judgment to guide completion of medium risk deliverables', 'Review customer complaint cases prepared by a case worker and determine if these comply with the requirements and standards set out in the Enterprise Complaint Mgmt. Policy', 'Present concise and well-articulated findings and recommendations, including rationale, to facilitate resolution of identified matters; exercise independent judgment while developing expertise in the risk mitigation or control activities of the business', 'Engage in additional research and studies to enhance regulatory knowledge', 'Collaborate and consult with colleagues, internal partners, and other business stakeholders to provide feedback, credibly challenge issues, and calibrate, as needed, to ensure alignment, consistency, and accuracy across groups', 'Participate in cross-organizational or internal operational initiatives and improvement efforts', 'Overall 5+ years of work experience, with minimum 2+ years of risk management, business controls, quality assurance, business operations, compliance, or process experience, or equivalent demonstrated through one or a combination of the following: work experience, training, military experience, education.', 'Excellent verbal, written, and interpersonal communication skills, comprehension skills', 'Attention to detail', 'Ability to make timely and independent judgment decisions while working in a fast-paced and results-driven environment', 'Experience in products such as cards, deposits, home lending, wholesale banking, WIM', 'Experience performing quality assurance reviews', 'Experience with ECMP or relevant tools for reviews, Microsoft Office', 'Experience developing partnerships and collaborating with other business and functional areas', 'Ability to prioritize work, meet deadlines, achieve goals, and work under pressure in a dynamic and complex environment', 'Ability to assess current processes/procedures and make recommendations for efficiency', 'Experience in resolving and working through escalated and complex issues']",CommunicationAttention to DetailAddBusiness ControlAddBusiness PlanningAddDepositsAddInterpersonal CommunicationAddLendingAddQuality AssuranceAddTeamworkAddWholesale BankingAdd
Job openings for franchise development officer in bangalore,Talent Zone Consultant,"Bengaluru, Karnataka, India",On-site,11-50 employees,16 on LinkedIn,Null,Human Resources 11-50 employees 16 on LinkedIn,Full-time · Mid-Senior level,"['Contacting potential clients to establish rapport and arrange meetings.Planning and overseeing new marketing initiatives.Researching organizations and individuals to find new opportunities.Increasing the value of current customers while attracting new ones.Finding and developing new markets and improving sales.Attending conferences, meetings, and industry events.Developing quotes and proposals for clients.Developing goals for the development team and business growth and ensuring they are met.Training personnel and helping team members develop their skills.,This job is provided by Shine.comDesired Skills and Experiencesales, marketing, insurance, recruitment, recruiting']",Business DevelopmentAddCoachingAddCommunity DevelopmentAddCommunity EngagementAddFundraisingAddNegotiationAddStaff TrainingAddStakeholder EngagementAddTeam ManagementAddTrainingAdd
SAP FICO,IDESLABS PRIVATE LIMITED,"Bengaluru, Karnataka, India",On-site,51-200 employees,102 on LinkedIn,Null,Information Technology & Services 51-200 employees 102 on LinkedIn,Full-time · Mid-Senior level,"['', '', '']",Advanced Business Application Programming (ABAP)AddE2EAddIDocAddSAP FIAddSAP FICOAddSAP HANAAddSAP NetweaverAddSAP ProductsAddSAP Sales & DistributionAddStatutory Accounting Principles (SAP)Add
SAP BW/HANA,IDESLABS PRIVATE LIMITED,"Places of worship in Bangalore, India",Contract · Associate,51-200 employees,102 on LinkedIn,41 applicants,Information Technology & Services 51-200 employees 102 on LinkedIn,Contract · Associate,"['We have 9000 + trainer ecosystem', '700 Plus courses across technologies,', 'Delivered 45000 Plus of training across Geographies.', 'Virtual Training to 150 + Professionals on monthly basis across technologies', 'Training Partner for large corporations such as Wipro, Tech M, Infosys, Mylan etc', 'Delivered training across the globe, Americas, Europe, South Africa, and Pan Asia', 'Resourcing for both contract and Permanent positions', '150000 + inhouse database', '30 plus strong recruiter base based out of India.', '75 + resources working at multiple customer locations.', 'Partners for large IT houses such as WIPRO, NTTDATA, DXC, HCL &Tech M', 'Catering to customers in US, Europe, UK, Middle East, and APAC (India & Singapore)']",Advanced Business Application Programming (ABAP)AddBusiness ProcessAddIDocAddSAP Business Warehouse (SAP BW)AddSAP FIAddSAP HANAAddSAP ImplementationAddSAP ProductsAddSAP Sales & DistributionAddStatutory Accounting Principles (SAP)Add
SAP BW,IDESLABS PRIVATE LIMITED,"Chennai, Tamil Nadu, India",Contract · Associate,51-200 employees,102 on LinkedIn,18 applicants,Information Technology & Services 51-200 employees 102 on LinkedIn,Contract · Associate,"['We have 9000 + trainer ecosystem', '700 Plus courses across technologies,', 'Delivered 45000 Plus of training across Geographies.', 'Virtual Training to 150 + Professionals on monthly basis across technologies', 'Training Partner for large corporations such as Wipro, Tech M, Infosys, Mylan etc', 'Delivered training across the globe, Americas, Europe, South Africa, and Pan Asia', 'Resourcing for both contract and Permanent positions', '150000 + inhouse database', '30 plus strong recruiter base based out of India.', '75 + resources working at multiple customer locations.', 'Partners for large IT houses such as WIPRO, NTTDATA, DXC, HCL &Tech M', 'Catering to customers in US, Europe, UK, Middle East, and APAC (India & Singapore)']",Accounting StandardsAddAdvanced Business Application Programming (ABAP)AddBusiness ProcessAddIDocAddSAP Business Warehouse (SAP BW)AddSAP FIAddSAP ImplementationAddSAP ProductsAddSAP Sales & DistributionAddStatutory Accounting Principles (SAP)Add
SAP HANA,IDESLABS PRIVATE LIMITED,"Hyderabad, Telangana, India",On-site,51-200 employees,102 on LinkedIn,1 applicant,Information Technology & Services 51-200 employees 102 on LinkedIn,Full-time · Mid-Senior level,"['Greetings from IDESLABS,This is Krishna We have Immediate Openings on "" SAP HANA "" For Client WIPRO PAN INDIA LocationJob DetailsSkill: SAP HANAExperience: 4+ YearsLocation: - PAN INDIANotice Period: Immediate JoinersEmployee type: C2HPlease Share your Updated CV\'s : careers@ideslabs.comSpocSandeep: sandeep.p@ideslabs.comSwarna: swarna.g@ideslabs.comArun: arun.vangari@ideslabs.comBhavani: bhavani.p@ideslabs.comJob DescriptionCreate data models on HANA 1 and HANA 2 combining live HANA views and historic data tables.Make use of extended storage for warm Data and multi-level partitioning of column table in latest deployment scenario.Create and validate calculation views in HANA Studio to enable basic data groupings as well as more complex KPIsDesign and develop responsive reports and dashboards in SAP Analytics Cloud that respond to user requirements.Maintain, improve, and refactor the HANA models, queries and reports through unit tests in development and transport to productive environment.Work in a cross-functional project team with responsibility for testing and delivering accurate and complete data from the source files.Transporting other Excel-based reporting solution to SAC while adding full power of HANA and dynamic views in SAC to enable exploration and drill down.Participate in cross-team/component, data architecture & report design sessions.Evaluate, prototype, and implement technical solutions for business requirements that may require developing solutions that fall outside the current data infrastructure, involving data extraction, replication and analysisUnderstand data architecture and data scripting such as SQL data warehouseApp creation or trouble-shooting experience for supporting browser and mobile apps.Capable of digging deep into the code to deliver a highly optimized & performant queries for our customers worldwide.Experience / Role Requirements4 to 6 years of experience in analytics solutions for ad-hoc and operational reporting on HANA.Developing web/cloud-based applications, dashboards or reports in SAP Analytics Cloud.Bachelor\'s/Master\'s degree or equivalent in computer science or related technical discipline.Experience on complex Applications which Extract data from multiple Upstream application (with Referential Master Data), Transform Data based on Complex Business rules, followed by Loading of data which is used for Reporting in business advisory & decision making like planning, sales forecasting etc. is a plusKnowledge of XSJS and HANA Live views is a plusIf you are interested, Please Share below details and Updated ResumeJob Description MatchedFirst Name:Last NameDate of Birth:Alternate Contact NumberPass Port No and Expiry Date (Mandatory ) :Total ExperienceRelevant Experience:Current CTCExpected CTC:Current Location:Preferred LocationCurrent OrganizationPayroll Company:Notice PeriodHolding any offer:RegardsIDESLABS - Consulting Services']",Accounting StandardsAddAdvanced Business Application Programming (ABAP)AddBusiness ProcessAddComputer ScienceAddSAP FIAddSAP HANAAddSAP ProductsAddSAP Sales & DistributionAddShooting VideoAddStatutory Accounting Principles (SAP)Add
SAP FI-Contract Accounting,IDESLABS PRIVATE LIMITED,"Pune, Maharashtra, India",On-site,51-200 employees,102 on LinkedIn,Null,Information Technology & Services 51-200 employees 102 on LinkedIn,Contract · Mid-Senior level,"['', '']",CommunicationAdvanced Business Application Programming (ABAP)AddIDocAddSAP FIAddSAP HANAAddSAP Materials Management (SAP MM)AddSAP NetweaverAddSAP ProductsAddSAP Sales & DistributionAddStatutory Accounting Principles (SAP)Add
Oracle PL/SQL Developer,IDESLABS PRIVATE LIMITED,"Hyderabad, Telangana, India",On-site,51-200 employees,102 on LinkedIn,7 applicants,Information Technology & Services 51-200 employees 102 on LinkedIn,Full-time · Entry level,"['Greetings from IDESLABS,This is Krishna We have Immediate Openings on "" Oracle PL/SQL Developer "" For Client NTT DATA PAN INDIA LocationJob DetailsSkill: Oracle PL/SQL DeveloperExperience: 4+ YearsLocation: - PAN INDIANotice Period: Immediate JoinersEmployee type: C2HPlease Share your Updated CV\'s : careers@ideslabs.comSpocSandeep: sandeep.p@ideslabs.comSwarna: swarna.g@ideslabs.comArun: arun.vangari@ideslabs.comJob DescriptionMust Have Experience on Oracle PL/SQL Developer with Pro CIf you are interested, Please Share below details and Updated ResumeJob Description MatchedFirst Name:Last NameDate of Birth:Alternate Contact NumberPass Port No and Expiry Date (Mandatory ) :Total ExperienceRelevant Experience:Current CTCExpected CTC:Current Location:Preferred LocationCurrent OrganizationPayroll Company:Notice PeriodHolding any offer:RegardsIDESLABS - Consulting Services']","Extract, Transform, Load (ETL)SQLC (Programming Language)AddOracle DatabaseAddPL/SQLAddPro*CAddProgramming LanguagesAddSQL Server Analysis Services (SSAS)AddStored ProceduresAddT-SQL Stored ProceduresAdd"
Talent Acquisition Executive,Maxwell Energy Systems,"Bengaluru, Karnataka, India",On-site,51-200 employees,128 on LinkedIn,118 applicants,Automotive 51-200 employees 128 on LinkedIn,Full-time,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",CommunicationApplicant Tracking SystemsAddInterviewingAddJob Description DevelopmentAddJob FairsAddOrganization SkillsAddRecruitingAddTalent ManagementAddTracking SystemsAddWritten CommunicationAdd
Merchandiser,Alliance Recruitment Agency,"Kolkata, West Bengal, India",On-site,2-10 employees,3 on LinkedIn,Null,Publishing 2-10 employees 3 on LinkedIn,Full-time · Entry level,"['Job Description Assistant Marketing ManagerCompany Introduction - Forbidden Foods Private LimitedWe are a new age Packaged snacks start-up founded by seasoned entrepreneurs with a proventrack record in the Indian consumer sector. Forbidden Foods targets to establish a leadershipposition in the modern packaged snacks industry in the country.The company launched its first range of products - BRB Popped Chips - in Jan 2020 startingwith Delhi-NCR. The products are Not Fried, Not Baked, but Popped Chips - an innovative andbetter-for-you snacking alternative. While the products are very tasty, they are also significantlyhealthier compared to other chips in the market as they contain 60% less fat as compared toregular fried chips.The current portfolio comprises 4 flavours each on Popped Potato Chips and Popcorn Chips(yes, you read that right, popcorns in the form of chips)!! All eight flavours are thoughtfullychosen to cater to every kind of taste palate.In the last two years, the distribution presence has expanded from the first market of Delhi-NCRto over 10 cities currently across major retail stores in both Traditional and Modern set-up. Theproducts are also available on online platforms like Amazon, Big Basket, Swiggyinstamart,Flipkart Grocery, Zepto along with the BRB website.Company Introduction - Forbidden Foods Private LimitedWe are a new age Packaged snacks start-up founded by seasoned entrepreneurs with a proventrack record in the Indian consumer sector. Forbidden Foods targets to establish a leadershipposition in the modern packaged snacks industry in the country.The company launched its first range of products - BRB Popped Chips - in Jan 2020 startingwith Delhi-NCR. The products are Not Fried, Not Baked, but Popped Chips - an innovative andbetter-for-you snacking alternative. While the products are very tasty, they are also significantlyhealthier compared to other chips in the market as they contain 60% less fat as compared toregular fried chips.The current portfolio comprises 4 flavours each on Popped Potato Chips and Popcorn Chips(yes, you read that right, popcorns in the form of chips)!! All eight flavours are thoughtfullychosen to cater to every kind of taste palate.In the last two years, the distribution presence has expanded from the first market of Delhi-NCRto over 10 cities currently across major retail stores in both Traditional and Modern set-up. Theproducts are also available on online platforms like Amazon, Big Basket, Swiggyinstamart,Flipkart Grocery, Zepto along with the BRB website.KolkataKolkata700011Field Sales5,This job is provided by Shine.com""new age"", stores, food, taste, snacks, "" online platforms"", retail, "" law of attraction"", less']",ApparelAddCustomer SatisfactionAddFashion DesignAddInventory ControlAddInventory ManagementAddMerchandisingAddRetailAddTeamworkAddTextilesAddWovensAdd
Offshore Day Cook,Sodexo,"Lephripada, Odisha, India",Full-time · Entry level,"10,001+ employees","81,644 on LinkedIn",7 applicants,"Facilities Services 10,001+ employees 81,644 on LinkedIn",Full-time · Entry level,"['May prepare food and serve customers at an a la carte station.', 'Prepares foods by operating a variety of kitchen equipment to measure and mix ingredients, washing, peeling, cutting and shredding fruits and vegetables, and trimming and cutting meat, poultry or fish for culinary use.', 'Provides the highest quality of service to customers at all times.', 'Tastes products, reads menus, estimates food requirements, check production, and keep records in order to accurately plan production requirements and requisition supplies and equipment.', 'May clean and sanitize work stations and equipment and must follow all Sodexo, client and regulatory rules and procedures.', 'Attends all allergy and foodborne illness in-service training.', 'Complies with all Sodexo HACCP policies and procedures.', 'Reports all accidents and injuries in a timely manner.', 'Complies with all company safety and risk management policies and procedures.', 'Participates in regular safety meetings, safety training and hazard assessments.', 'Attends training programs (classroom and virtual) as designated.', 'Produces small to large batch goods using advanced and full range of classical and contemporary cooking, plating and garnishing techniques.', 'Follows complex recipes and/or product directions for preparing, seasoning, cooking, tasting, carving and serving soups, meats, vegetables, desserts and other foodstuffs for consumption in eating establishments.', 'May assist with the supervision of kitchen personnel.', 'Selects recipes per menu cycle, prepares bakery items, receives inventory, moves and lifts foodstuffs and supplies and prepares meals for customers requiring special diets.', 'Serves as a lead cook guiding and assisting in the training of less experienced cooks.', 'Under minimal supervision, independently performs advanced cooking duties in preparing food items to be served to customers.', 'Advanced knife skills required.', 'May have oversight over the production staff and assign tasks.', 'May use production software to enter pre- and post-production data software.', 'May take inventory, and/or enter inventory into the production.', 'May perform other duties and responsibilities as assigned.', 'Willingness to be open to learning and growing.', 'Maturity of judgment and behavior.', 'Maintains high standards for work areas and appearance.', 'Maintains a positive attitude.', 'Ability to work a flexible schedule helpful.', 'Must comply with any dress code requirements.', 'Must be able to work nights, weekends and some holidays.', 'Attends work and shows up for scheduled shift on time with satisfactory regularity.', 'High School diploma, GED or equivalent.', '4 or more years of related work experience.', 'Knowledge of basic operation of equipment and cash-handling procedures preferred.', 'Presents self in a highly professional manner to others and understands that honesty and ethics are essential.', 'Ability to maintain a positive attitude.', 'Ability to communicate with co-workers and other departments with professionalism and respect.', 'Maintains a professional relationship with all coworkers, vendor representatives, supervisors, managers, customers, and client representatives.', 'Ability to use a computer.', 'Requires complete knowledge of kitchen equipment.', 'Must be able to read and follow a recipe unsupervised', 'Involved with the more complex requirements of the position.', 'Applies advanced cooking skills.', 'Adapts procedures, processes, tools, equipment and techniques to meet the requirements of the position.', 'Substantial working knowledge of food preparation.', 'Close vision, distance vision, peripheral vision, depth perception and the ability to adjust focus, with or without corrective lenses.', 'Significant walking or other means of mobility.', 'Ability to work in a standing position for long periods of time (up to 8 hours).', 'Ability to reach, bend, stoop, push and/or pull, and frequently lift up to 35 pounds and occasionally lift/move 40 pounds.', 'Generally in an indoor setting; however, may supervise outside activities and events.', 'Varying schedule to include evenings, holidays, weekends and extended hours as business dictates.', 'While performing the duties of this job, the employee is primarily in a controlled, temperate environment; however, may be exposed to heat/cold during support of outside activities.', 'The noise level in the work environment is usually moderate to loud.']",CommunicationBatch ProcessingAddCookingAddCulinary SkillsAddFood PreparationAddHazard Analysis and Critical Control Points (HACCP)AddPlatingAddPost-ProductionAddRecord KeepingAddTWIC CardAdd
R&A Reporting Developer,IDESLABS PRIVATE LIMITED,"Bangalore Urban, Karnataka, India",On-site,51-200 employees,102 on LinkedIn,5 applicants,Information Technology & Services 51-200 employees 102 on LinkedIn,Full-time · Entry level,"['We have 9000 + trainer ecosystem', '700 Plus courses across technologies,', 'Delivered 45000 Plus of training across Geographies.', 'Virtual Training to 150 + Professionals on monthly basis across technologies', 'Training Partner for large corporations such as Wipro, Tech M, Infosys, Mylan etc', 'Delivered training across the globe, Americas, Europe, South Africa, and Pan Asia', 'Resourcing for both contract and Permanent positions', '150000 + inhouse database', '30 plus strong recruiter base based out of India.', '75 + resources working at multiple customer locations.', 'Partners for large IT houses such as WIPRO, NTTDATA, DXC, HCL &Tech M', 'Catering to customers in US, Europe, UK, Middle East, and APAC (India & Singapore)']",Data ModelingSQLData ArchitectureAddDatabase DesignAddDatabase DevelopmentAddDatabasesAddInterpersonal CommunicationAddSAP BusinessObjectsAddStored ProceduresAddVisual BasicAdd
DBA,IDESLABS PRIVATE LIMITED,"Bengaluru, Karnataka, India",On-site,51-200 employees,102 on LinkedIn,Null,Information Technology & Services 51-200 employees 102 on LinkedIn,Full-time · Entry level,"['Greetings from IDESLABS,This is Krishna we have Immediate Openings on ""DBA ""for Client CONSULTMEIN BANGALORE LocationJob DetailsSkill: DBAExperience: 3-7 YearsLocation: - BANGALORENotice Period: Immediate JoinersEmployee type: C2HPlease Share your Updated CV\'s to : careers@ideslabs.comSpocsPraveena: praveena.vs@ideslabs.comArun: arun.vangari@ideslabs.comJob Description"" Should have good Knowledge in MYSQL ,MARIADB,YUGABYTEDBAND MONGODB.Should have good Knowledge on Database Schema Designs.Proficient in SQL query writing and optimizing the data.Should have good knowledge on MYSQL and MariaDB Master - Slave replication Setup.Strong knowledge on MariaDB Galera Cluster replication .Should have good knowledge on Database backup and Disaster recovery.Good Knowledge on point in time recovery of Database.Performance Tunning of Database.Should have knowledge on Installation of MYSQL ,MARIADB,YUGABYTEDB on Kubernetes Cluster .Knowledge of YugaByte, Kubernetes, DevOps & HelmIf you are interested, please Share below details and Updated ResumeJob Description MatchedFirst Name:Last NameDate of Birth:Alternate Contact NumberPass Port No and Expiry Date:Total ExperienceRelevant Experience:Current CTCExpected CTC:Current Location:Preferred LocationCurrent OrganizationPayroll Company:Notice PeriodHolding any offer:RegardsIDESLABS - Consulting Services']",SQLDatabase AdministrationAddDatabase DesignAddDatabasesAddDisaster RecoveryAddMariaDBAddOracle RACAddPerformance TuningAddQuery WritingAddReplicationAdd
Sales And Marketing Intern,Neophyte Consulting Services,India,Remote,2-10 employees,62 on LinkedIn,11 applicants,Outsourcing/Offshoring 2-10 employees 62 on LinkedIn,Internship,['POSITION: Management TraineeROLE: Sales & MarketingNO. OF OPENINGS- 3ROLES AND RESPONSIBILITIES:Work on lead generation through cold calling.Should have Knowledge of B2B Sales.'],CommunicationBusiness-to-Business (B2B)AddEnglishAddLaptopsAddMarket AnalysisAddSAP FIAddSalesAddSales & MarketingAddWebcamAddWiFiAdd
Branch Manager / Area Manager - Agency | Life Insurance - North Zone,Lavya Associates HR Services,"Hisar, Haryana, India",On-site,51-200 employees,107 on LinkedIn,9 applicants,Human Resources 51-200 employees 107 on LinkedIn,Full-time,"['Manager - Agency will be responsible for handling an on roll team of 8 -10 sales managers in Agency Channel.', 'Team of Sales Manager will be responsible for Recruitment of Team (Life Insurance Advisors) from own social and professional network.', 'Training the team on Industry standards with the support of training department of Life Insurance Companies to make sure the team is fully equipped to sell Life Insurance products in the market.', 'Monitor the day to day activity, planning & execution of Agency team.', 'Handling a team of Associate Circle Head, further they will be handling FLS team.', 'Achieving all the given targets well on time, ensuring achievements in various contests along with the achievements of the team members in their levels of promotion too.', 'Ensuring adding new recruitments & training them to generate business.', 'Accelerating the current team to achieve their business targets and maintaining the same on timely basis .', 'Sales as well as after sales Service to all existing clients.', 'Conducting weekly performance reviews, and identifying action steps for improvement', 'Apart of Insurance, doing Portfolio Management for the clients', 'Provide leadership to the entire local team by clearly communicating vision and objectives of the organization', 'Monitor results vis--vis efforts to stay on top of SM assessment and assessing of skill / attitude gaps.', 'Communicate targets, incentive systems, policies and career growth aspects', 'Ensure the high quality and high persistency of business generated by the local production unit, to support the long-term profitability of the company', 'Monitor and review against plan and take appropriate course corrections']",CommunicationAssessmentAddInsurance PoliciesAddMarketingAddNegotiationAddPerformance ReviewsAddPersistenceAddProfessional NetworkingAddSalesAddTeam LeadershipAdd
Graphics Designer/UX Developer,IDESLABS PRIVATE LIMITED,"Pune, Maharashtra, India",On-site,51-200 employees,102 on LinkedIn,1 applicant,Information Technology & Services 51-200 employees 102 on LinkedIn,Full-time · Entry level,"['Greetings from IDESLABS,This is Krishna We have Immediate Openings on "" Graphics Designer/UX Developer "" For Client CALFUS TECHNOLOGIES PUNE LocationJob Details5-6 YearsPUNEImmediate Joiners: FULL TIMEPlease Share your Updated CV\'s :Sandeep:Swarna:ArunMust Have Experience on Graphics Designer/UX DeveloperIf you are interested, Please Share below details and Updated ResumeFirst Name:Date of Birth:Pass Port No and Expiry Date (Mandatory ) :Relevant Experience:Expected CTC:Current Location:Preferred LocationPayroll Company:Holding any offer:RegardsIDESLABS - Consulting Services']",Adobe Creative SuiteAddBrandingAddCascading Style Sheets (CSS)AddGraphic DesignAddGraphicsAddLogo DesignAddUser Experience (UX)AddUser Interface DesignAddVideo EditingAddWeb DesignAdd
Agami Realty - Content Writer,Agami Realty,"Mumbai, Maharashtra, India",Hybrid,11-50 employees,15 on LinkedIn,17 applicants,Real Estate 11-50 employees 15 on LinkedIn,Part-time · Entry level,"['Conducting in-depth research on industry-related topics in order to develop original content.', 'Developing content for blogs, articles, product descriptions, social media, and the company website.', 'Assisting the marketing team in developing content for online advertising campaigns.', 'Proofreading content for errors and inconsistencies.', 'Editing and polishing existing content to improve readability.', 'Conducting keyword research and using SEO best practices to increase traffic to the company website.', 'Creating compelling headlines and body copy that will capture the attention of the target audience.', ""Identifying customers- needs and recommending new content to address gaps in the company's current content.""]",Content DevelopmentAddContent StrategyAddKeyword ResearchAddProduct DescriptionsAddProofreadingAddSearch Engine Optimization (SEO)AddTarget AudienceAddWeb ContentAddWeb Content CreationAddWeb Content WritingAdd
Control management Associate Manager,Wells Fargo,"Hyderabad, Telangana, India",On-site,"10,001+ employees","206,991 on LinkedIn",3 applicants,"Financial Services 10,001+ employees 206,991 on LinkedIn",Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '', '']",CoachingAddCoaching & MentoringAddControl TestingAddDefenseAddEnterprise Solution DesignAddIT ControlsAddInternal AuditsAddIssue ManagementAddManagement ControlAddMitigation StrategiesAdd
Account Manager/Business Development Manager,ESSENWARE PRIVATE LIMITED,"Bangalore Urban, Karnataka, India",On-site,51-200 employees,33 on LinkedIn,31 applicants,Information Technology & Services 51-200 employees 33 on LinkedIn,Full-time · Mid-Senior level,"['About ESSENWAREGreetings from ESSENWARE,We have Immediate Openings on ""Account Manager/Business Development Manager ""for Client is ESSENWARE PVT LTD at the BANGALORE/HYD Location6+ YearsBANGALORE/HYDImmediate Joiners: FULLTIMEPlease Share your Updated CV\'s to :We are looking for an Account Manager/BDM to create long-term, trusting relationships with our customers. The Account Manager\'s role is to oversee a portfolio of assigned customers, develop new business from existing clients and actively seek new sales opportunities.He/She should be from corporate training industry. Meaning ..the candidate should have experience in business development in a company that is into providing training services to various corporates.The candidate should be from vendor side delivery in other words, they should be providing training services or arranging/co-ordinating/catering to the training needs of various corporates.Managing company\'s relationships with its customersMaintaining close co-ordination with customers and understanding their training needs on a regular basisOperates as the point of contact for assigned customersMining the existing clients and finding new business avenues.Manage, Design, Develop, Schedule, Coordinate, Map out training plans for the clientConvert the requirement into salesIdentifies opportunities to grow business with existing clients and new clientsCoordinate with internal staff members working on the same account to ensure on time delivery of serviceService multiple clients concurrently, often meeting deadlinesKeep records of client transactionsExcellent communication skillsLocation Bangalore (Preferred) & Hyderabad (2nd preference)Max CTC for this position Depending upon the relevant experience.If you are interested, please Share below details and Updated ResumeFirst Name:Date of Birth:Total Experience:Current CTC:Current Location:Preferred LocationPayroll Company:Holding any offer:RegardsHR']",CommunicationAccount ManagementAddBusiness DevelopmentAddContract NegotiationAddCorporate TrainingAddCorporatesAddNew Business DevelopmentAddRecord KeepingAddSalesAddTraining PlansAdd
Sales Executive,Gennext Strategy Advisors,"Mumbai, Maharashtra, India",On-site,11-50 employees,7 on LinkedIn,5 applicants,Human Resources 11-50 employees 7 on LinkedIn,Full-time · Mid-Senior level,['neeta@strategyadvisors.net'],CommunicationPresentationsCommunication TrainingAddLead GenerationAddMIS ReportingAddManagement Information Systems (MIS)AddMarket ResearchAddMarketing ResearchAddOral CommunicationAddSalesAdd
Senior Test Automation Engineer - Mobile,Expedia Group,"Gurgaon, Haryana, India",Hybrid,"10,001+ employees","21,232 on LinkedIn",14 applicants,"Computer Software 10,001+ employees 21,232 on LinkedIn",Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Development ToolsAddTest AutomationAdd
Home loan Sales officer,Hr Desire,"Sirsa, Haryana, India",On-site,2-10 employees,5 on LinkedIn,2 applicants,2-10 employees 5 on LinkedIn,Full-time · Entry level,"['Post Applied for', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Channel PartnersAddCustomer Relationship Management (CRM)AddCustomer SatisfactionAddDiaryAddDirect SalesAddLoan SalesAddSalesAddSales & MarketingAddSales ManagementAddSales OperationsAdd
Non-Technical Content Writing Internship in Indore at Guest Blogging Technology,Guest Blogging Technology,"Indore, Madhya Pradesh, India",On-site,51-200 employees,115 on LinkedIn,2 applicants,Marketing & Advertising 51-200 employees 115 on LinkedIn,Full-time · Internship,"['', '', '', '', '', '', '', '', '', '']",BloggingAddCreative WritingAddEngaging ContentAddManualsAddOnline HelpAddRelevanceAddSoftware DocumentationAddTechnical DocumentationAddWeb Content WritingAddWritingAdd
Agile Jira expert,IDESLABS PRIVATE LIMITED,"Bangalore Urban, Karnataka, India",On-site,51-200 employees,102 on LinkedIn,5 applicants,Information Technology & Services 51-200 employees 102 on LinkedIn,Full-time · Mid-Senior level,"['We have 9000 + trainer ecosystem', '700 Plus courses across technologies,', 'Delivered 45000 Plus of training across Geographies.', 'Virtual Training to 150 + Professionals on monthly basis across technologies', 'Training Partner for large corporations such as Wipro, Tech M, Infosys, Mylan etc', 'Delivered training across the globe, Americas, Europe, South Africa, and Pan Asia', 'Resourcing for both contract and Permanent positions', '150000 + inhouse database', '30 plus strong recruiter base based out of India.', '75 + resources working at multiple customer locations.', 'Partners for large IT houses such as WIPRO, NTTDATA, DXC, HCL &Tech M', 'Catering to customers in US, Europe, UK, Middle East, and APAC (India & Singapore)']",Analytical SkillsCommunicationAccounting StandardsAddDatabasesAddEnglishAddJiraAddMarketingAddNegotiationAddSAP ProductsAddStatutory Accounting Principles (SAP)Add
Content Writing Internship in Meerut at NIT INFOTECH PRIVATE LIMITED,NIT INFOTECH PRIVATE LIMITED,"Meerut, Uttar Pradesh, India",On-site,11-50 employees,6 on LinkedIn,1 applicant,Information Technology & Services 11-50 employees 6 on LinkedIn,Full-time · Internship,"['Conducting in-depth research on industry-related topics in order to develop original content', 'Developing content for blogs, articles, product descriptions, social media, and the company website', 'Assisting the marketing team in developing content for advertising campaigns', 'Proofreading content for errors and inconsistencies', 'Editing and polishing existing content to improve readability', 'Conducting keyword research and using SEO best practices to increase traffic to the company website', 'Creating compelling headlines and body copy that will capture the attention of the target audience', ""Identifying customers' needs and recommending new content to address gaps in the company's current content"", 'are available for full time (in-office) internship', ""can start the internship between 11th Mar'23 and 15th Apr'23"", 'are available for duration of 6 months', 'have relevant skills and interests', 'Women wanting to start/restart their career can also apply.']",BloggingAddBusiness CommunicationsAddContent DevelopmentAddCreative WritingAddHindiAddKeyword ResearchAddProofreadingAddSearch Engine Optimization (SEO)AddTarget AudienceAddWritingAdd
