Job_Name,Company,Loaction,Job_type,Employees,Followers,Applicant,Industry,Invovlement,Job_Desception,skills
Dot Net Developer,Minfy,"Hyderabad, Telangana, India",On-site,201-500 employees,413 on LinkedIn,3 applicants,Information Technology & Services 201-500 employees 413 on LinkedIn,Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",.NET FrameworkAddASP.NETAddASP.NET Web APIAddC#AddCascading Style Sheets (CSS)AddHTML5AddJavaScriptAddSOAPAddSQLAddjQueryAdd
Sr. Back-end Developer,Electrum,"Hyderabad, Telangana, India",Hybrid,51-200 employees,110 on LinkedIn,11 applicants,Renewables & Environment 51-200 employees 110 on LinkedIn,Full-time,"['Build out our web architecture allowing new feature modules to be sent to production while having strategic foresight on the long-term product vision', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Front-End DevelopmentAddGoogle Cloud Platform (GCP)AddImpact AssessmentAddLevel DesignAddOpen-Source DevelopmentAddService DesignAddSource DevelopmentAddTechnical RequirementsAddTechnical StandardsAddWeb ArchitectureAdd
Finance Shared Services Analyst E,Jobs for Humanity,"Gurugram, Haryana, India",On-site,11-50 employees,32 on LinkedIn,10 applicants,Non-profit Organization Management 11-50 employees 32 on LinkedIn,Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Accounts Receivable (AR)AddCash CollectionAddCommerceAddCommunicationAddOperationsAddOracle Meter Data Management (MDM)AddOrder to CashAddRecurring BillingAddRevenue AccountingAddTimelinesAdd
Network Specialist III - Kwajalein Atoll - 2748,RGNext,"Maharashtra, India",Full-time · Mid-Senior level,"1,001-5,000 employees",534 on LinkedIn,Null,"Defense & Space 1,001-5,000 employees 534 on LinkedIn",Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",AtollAddBaselinesAddCustomer InteractionAddIT DocumentationAddNaturalizationAddNetwork ConfigurationAddRTSAddRegulatory RequirementsAddReport PreparationAddTroubleshootingAdd
Business Development Manager,ClicFlyer,"Gurugram, Haryana, India",Hybrid,51-200 employees,60 on LinkedIn,4 applicants,Retail 51-200 employees 60 on LinkedIn,"₹500,000/yr - ₹1,000,000/yr · Full-time · Mid-Senior level","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Business Process Outsourcing (BPO)AddBusiness-to-Business (B2B)AddCommunicationAddConsumer GoodsAddLead QualificationAddPresentationsAddProduct DemonstrationAddSales PresentationsAddSales ProcessesAddWritten CommunicationAdd
PMO Analyst,Jobs for Humanity,"Gurugram, Haryana, India",On-site,11-50 employees,32 on LinkedIn,8 applicants,Non-profit Organization Management 11-50 employees 32 on LinkedIn,Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Analytical SkillsAddCommunicationAddFinancial AnalysisAddMetrics ReportingAddProject DocumentationAddProject ManagementAddProject PlansAddQuantitative AnalyticsAddRatiosAddStakeholder ManagementAdd
Urgent Opening | HR Business Partner |,TeamSpace Financial Services Pvt. Ltd.,"Gurgaon, Haryana, India",On-site,"10,001+ employees",400 on LinkedIn,15 applicants,"Human Resources 10,001+ employees 400 on LinkedIn",Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Client RequirementsAddCommunicationAddEmployee EngagementAddEmployee RelationsAddEmployer BrandingAddEnd to End RecruitmentsAddHR PoliciesAddHR StrategyAddLabor RelationsAddRecruitingAdd
Urgent | Urgent | Hiring for Relationship manager- Udaipur,V-Konnect Associates,"Udaipur, Rajasthan, India",On-site,51-200 employees,148 on LinkedIn,5 applicants,Staffing & Recruiting 51-200 employees 148 on LinkedIn,Full-time · Mid-Senior level,"['Handling a group of key Clients providing Financial Advisory Services to the customers and offering Portfolio Investment Services', 'It also includes use of applications actively for designing product suitability matrix, financial planning for the customers', 'Acting as an interface between the bank and its key customers to provide complete Banking Solutions, Portfolio Management, Wealth Management and customer servicing', '', '', '', '', '', '', '', '']",CommunicationAddCustomer ProfitabilityAddCustomer RetentionAddMarketingAddNegotiationAddOperational EfficiencyAddResearchAddSalesAddTeamworkAddTrainingAdd
Quick heal - Network Administrator - Routing & Switching,Quick Heal,"Pune, Maharashtra, India",On-site,"1,001-5,000 employees","1,460 on LinkedIn",66 applicants,"Computer Software 1,001-5,000 employees 1,460 on LinkedIn",Full-time · Entry level,"['Role objectives are to configure, maintain, build and support the network infrastructure of organization.', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Bug TrackingAddLAN SwitchingAddLocal Area Network (LAN)AddMultiprotocol Label Switching (MPLS)AddNetwork SwitchesAddNetworkingAddSwitchingAddTicketing SystemsAddVLANAddWide Area Network (WAN)Add
Business Analyst - Agile/Scrum Methodologies,Think Exam - A Ginger Webs company,"Noida, Uttar Pradesh, India",On-site,201-500 employees,314 on LinkedIn,75 applicants,Computer Software 201-500 employees 314 on LinkedIn,Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Acceptance TestingAddBRDAddBusiness AnalysisAddBusiness ProcessAddBusiness RequirementsAddFlow DiagramsAddPrioritize WorkloadAddRequirement SpecificationsAddUser StoriesAddWireframingAdd
Inside Sales Specialist,Dheya Career Mentors (I) Pvt. Ltd.,"Pune, Maharashtra, India",Remote,11-50 employees,144 on LinkedIn,41 applicants,Education Management 11-50 employees 144 on LinkedIn,Full-time · Entry level,"['', '', '', '', '', '', '', '', '', '', '']",CRM SoftwareAddCommunicationAddConvincing PeopleAddCustomer SatisfactionAddDeal ClosureAddEdtechAddInside SalesAddSalesAddSales ProcessesAddTelemarketingAdd
Sr. Consultant - Strategy and Business Development,Compunnel Inc.,"Noida, Uttar Pradesh, India",On-site,"1,001-5,000 employees","2,174 on LinkedIn",2 applicants,"Information Technology & Services 1,001-5,000 employees 2,174 on LinkedIn",Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Business KnowledgeAddCommunicationAddEconomicsAddIT SalesAddInterpersonal SkillsAddManagement ConsultingAddNegotiationAddOral CommunicationAddProblem SolvingAddProject ManagementAdd
Product Executive,Malabar Gold,"Delhi, Delhi, India",On-site,721 on LinkedIn,Null,2 applicants,Luxury Goods & Jewelry 721 on LinkedIn,Full-time · Mid-Senior level,"['Exp: 2-3 years; Job Summary Ensure integrity of the products received and coordinate receiving problems such as substitutions, incorrect quantities, etc. Verify the Net weight, Gross weight, making charge, Stone charge, Stone weight, etc. for creating barcodes in products. Responsible to tally stock in and stock out with the help of the software and report in case of any difference. Process receipt and deliver ornaments to the stores considering the PO in a timely and accurate manner. Visit Branches and understand their stock requirements and support them for ordering the products. Responsible for generating the bill as the order received from various stores and packing of the products Ensure that each bill has the list of products sent to each branch with its respective barcodes. Analyze the number of barcoding done on a daily basis using the software and submit the report of the same to the superiors as and when required. Submit the tally report of stock in and stock out to Accounts Department for accounting purposes. Maintain buffer stock of products and recommend disposition for damaged inventory. Track and resolve software defects in SCM, and store as and when required. Work with stores in case of discrepancies in Barcodes and coordinate for timely error correction. Responsible for the centralized bar-coding of the products and conducting code reviews with extended team to ensure that code meets company guidelines. Responsible to take product for the ministry stamping and return.accounts , accounting , tally , stock']",Market AnalysisAddMarket ResearchAddMarketingAddMarketing CommunicationsAddNegotiationAddProblem SolvingAddProduct LaunchAddProduct ManagementAddRegulatory AffairsAddTeamworkAdd
Implementation-Conversion Analyst with Payment domain,Jobs for Humanity,"Bengaluru, Karnataka, India",On-site,11-50 employees,32 on LinkedIn,Null,Non-profit Organization Management 11-50 employees 32 on LinkedIn,Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '', '', '']",Data AnalysisAnalytical SkillsAddClient RequirementsAddData AnalyticsAddDocumentationAddInterpersonal RelationshipsAddNegotiationAddProblem SolvingAddProduct MappingAddTechnical SpecsAdd
CMT Manager (PDD),V-Konnect Associates,"Mumbai, Maharashtra, India",On-site,51-200 employees,148 on LinkedIn,Null,Staffing & Recruiting 51-200 employees 148 on LinkedIn,Full-time · Mid-Senior level,"['Job Opening Details back to list Reference Code: VK22930 Job Title: CMT Manager (PDD) Category: Job Description: Good Communication skills (Verbal written)Minimum Graduate QualificationAbility to work independentlyGood knowledge about PDD and OTCExcellent Excel skills Key Skills: CMTPDDOperationsDocumentationExcel Location: Mumbai Required Experience: 2-5 yrs Positions: 1 Contact Person: Mamta Chauhan,This job is provided by Shine.comcommunication skills, excel, email, operations, documentation, communication, Microsoft Word']",CommunicationAddEnglishAddMarketingAddMicrosoft ExcelAddNegotiationAddOTCAddTeam LeadershipAddTeam ManagementAddTeamworkAddTrainingAdd
Oracle Database Administrator,Jobs for Humanity,"Bengaluru, Karnataka, India",On-site,11-50 employees,32 on LinkedIn,7 applicants,Non-profit Organization Management 11-50 employees 32 on LinkedIn,Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Bank Account MaintenanceAddCapacity PlanningAddData ArchitectureAddDatabase AdministrationAddDatabasesAddExadataAddMySQLAddOracle Database AdministrationAddOracle RACAddSecurity AdministrationAdd
"Accounting (Reconciliation, Insurance process)_0-3 Yrs_Pune/Bangalore_Night Shift",Jobs for Humanity,"Bengaluru, Karnataka, India",On-site,11-50 employees,32 on LinkedIn,10 applicants,Non-profit Organization Management 11-50 employees 32 on LinkedIn,Full-time · Mid-Senior level,"['', '']",Account ReconciliationAddAccounts Receivable (AR)AddArticulationAddAttention to DetailAddBusiness ManagementAddBusiness RequirementsAddCommunicationAddCustomer RequirementsAddGeneral LedgersAddWritten CommunicationAdd
Avaada Energy - Manager/Senior Manager - Finance,Avaada Group,"Noida, Uttar Pradesh, India",On-site,"501-1,000 employees",494 on LinkedIn,8 applicants,"Renewables & Environment 501-1,000 employees 494 on LinkedIn",Full-time · Mid-Senior level,"['Ensure timely financial closure of various projects in India & Global ( in consultation with Head Finance)', 'Preparation of PIM', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",ConsultationAddCredit RatingAddDPRAddDisbursementsAddEnergy AuditsAddEnergy ManagementAddProduct Information ManagementAddProject AppraisalAddProject ImplementationAddRenewable EnergyAdd
Assistant Vice President - Campaigns & Communications,Kotak Life,Mumbai Metropolitan Region,On-site,"5,001-10,000 employees","12,897 on LinkedIn",181 applicants,"Insurance 5,001-10,000 employees 12,897 on LinkedIn",Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']",Campaign ManagementAddCampaignsAddCreative DevelopmentAddCreative SkillsAddCrisis CommunicationsAddExternal RelationsAddInternational RelationsAddMarket SegmentationAddTemplate DesignAddTemplatesAdd
HR Executive | March 2023,Anaxee Digital Runners Private Limited,"Indore, Madhya Pradesh, India",On-site,51-200 employees,164 on LinkedIn,141 applicants,Information Services 51-200 employees 164 on LinkedIn,Full-time · Entry level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",CommunicationAddCommunication TrainingAddConflict ResolutionAddEmployee RelationsAddExit InterviewsAddHR PoliciesAddHuman Resources (HR)AddInterpersonal CommunicationAddOral CommunicationAddPayroll AdministrationAdd
Report Developer,Antal International,"Bengaluru, Karnataka, India",Full-time · Entry level,"1,001-5,000 employees","1,818 on LinkedIn",40 applicants,"Staffing & Recruiting 1,001-5,000 employees 1,818 on LinkedIn",Full-time · Entry level,"['', '', '', '', '', '', '']",Analytical SkillsAddCommunicationAddCrystal ReportsAddDatabasesAddRequirements GatheringAddRetrospectivesAddSQL Server Integration Services (SSIS)AddSQL Server Reporting Services (SSRS)AddSprint PlanningAddTransact-SQL (T-SQL)Add
Java developer_Deus,CodersBrain,"Bengaluru, Karnataka, India",Remote,201-500 employees,258 on LinkedIn,6 applicants,Information Technology & Services 201-500 employees 258 on LinkedIn,Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '']",AWS LambdaAddAnnotationAddJUnitAddJakarta EEAddJavaAddMockitoAddSQLAddSpring MVCAddStrutsAddTest CasesAdd
Hiring Accounts Manager for Website Process,Ivan Infotech Pvt. Ltd.,"Kolkata, West Bengal, India",Hybrid,201-500 employees,134 on LinkedIn,37 applicants,Information Technology & Services 201-500 employees 134 on LinkedIn,Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Account ManagementAddCommunicationAddInterpersonal SkillsAddKey AccountsAddNegotiationAddOrganization SkillsAddProblem SolvingAddProject ManagementAddRelationship BuildingAddSales ProcessesAdd
Associate Consultant,Antal International,"Jaipur, Rajasthan, India",On-site,"1,001-5,000 employees","1,818 on LinkedIn",2 applicants,"Staffing & Recruiting 1,001-5,000 employees 1,818 on LinkedIn",Full-time · Entry level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']",C (Programming Language)AddCustomer Relationship Management (CRM)AddEnglishAddExecutive SearchAddMarketingAddMarketing MaterialsAddSocial MediaAddTeam LeadershipAddTeamworkAddVendor RelationsAdd
Email Campaign Specialist Lead || Dehradun,EbizON,"Dehradun, Uttarakhand, India",On-site,201-500 employees,274 on LinkedIn,3 applicants,Information Technology & Services 201-500 employees 274 on LinkedIn,Full-time · Mid-Senior level,"['Creating and editing original copy that is accurate, well-researched, and meets client/company needs and deadlines.', 'Maintain and execute email marketing calendar for clients assigned, including ideation and concept campaigns, building or getting emails &/or Landing pages built, segmenting lists, deploying campaigns, and reporting results.', '', '', '', '', '', '', '', '', '', '', '', '', '']",AnalyticsAddCampaign ManagementAddCampaignsAddCommunicationAddDigital MarketingAddEmail MarketingAddLanding PagesAddMarketing AnalyticsAddMarketing AutomationAddOperationsAdd
Manual and Automation Testing with Core Banking,Jobs for Humanity,"Bengaluru, Karnataka, India",On-site,11-50 employees,32 on LinkedIn,19 applicants,Non-profit Organization Management 11-50 employees 32 on LinkedIn,Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",API TestingAddSQLAddTest AutomationAddTest CasesAddTest DataAddTest DesignAddTest ManagementAddTest PlanningAddTest ScriptsAddTesting ToolsAdd
Interesting Job Opportunity: Raymond Group - Associate Manager - Raw Material Purchase,Raymond Consumer Care,"Navi Mumbai, Maharashtra, India",On-site,"501-1,000 employees",451 on LinkedIn,22 applicants,"Consumer Goods 501-1,000 employees 451 on LinkedIn",Full-time,"['To draw upon a depth of knowledge and experience in order to contribute in a complex/critical environment while managing raw material procurement', 'Ensuring the integrity of the Raw Material manual, maintain data base and updating changes if any', 'Lead negotiations in long term contracts for business needs', 'Develop supplier scorecards and conduct quarterly business reviews', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Business ReviewsAddMaterials ProcurementAddPresentationsAddProcurementAddPurchase OrdersAddRFxAddRaw MaterialsAddRelationship BuildingAddStrategic SourcingAddSupplier ManagementAdd
Social Media Strategist,Digital Notebook - A Digital Marketing Agency,"Noida, Uttar Pradesh, India","₹180,000/yr - ₹240,000/yr · Full-time · Mid-Senior level",11-50 employees,22 on LinkedIn,70 applicants,Marketing & Advertising 11-50 employees 22 on LinkedIn,"₹180,000/yr - ₹240,000/yr · Full-time · Mid-Senior level","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Ad ServingAddDigital MarketingAddDigital StrategyAddDigital TransformationAddMarketing Budget ManagementAddMarketing Campaign ManagementAddOptimisingAddPossess strong analyticalAddSocial MediaAddViral MarketingAdd
Manager - Marketing,The Phoenix Mills Ltd.,"Pune, Maharashtra, India",On-site,"501-1,000 employees",901 on LinkedIn,Over 200 applicants,"Real Estate 501-1,000 employees 901 on LinkedIn",Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",AdvertisingAddBrandingAddCreative AgencyAddEvent ManagementAddExternal AgenciesAddHoardingsAddMarketingAddOutdoor AdvertisingAddPublic RelationsAddSocial Media MarketingAdd
Assistant Manager - MEP Design (Electrical),Oberoi Realty,"Bengaluru, Karnataka, India",On-site,"501-1,000 employees","1,078 on LinkedIn",45 applicants,"Real Estate 501-1,000 employees 1,078 on LinkedIn",Full-time · Mid-Senior level,"['Procurement Contracts Strategy', 'Appointment of Consultants', 'Consultancy Payment Certification', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","BOQAddConstructabilityAddDetailed DesignAddEngineering DesignAddFront End Engineering Design (FEED)AddMechanical, Electrical, and Plumbing (MEP)AddProcurement ContractsAddReal PropertyAddSite CoordinationAddTender PreparationAdd"
Proptiger - Team Manager - Primary Sales,Housing.com,"Bengaluru, Karnataka, India",On-site,"1,001-5,000 employees","1,854 on LinkedIn",37 applicants,"Real Estate 1,001-5,000 employees 1,854 on LinkedIn",Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '']",CoachingAddCustomer SatisfactionAddDeveloper RelationsAddDirect SalesAddEstate SalesAddNegotiationAddReal Estate SalesAddSalesAddTeam LeadershipAddTeam ManagementAdd
Business Intelligence Analyst,IntouchCX,"Hyderabad, Telangana, India",On-site,"10,001+ employees","1,508 on LinkedIn",157 applicants,"Outsourcing/Offshoring 10,001+ employees 1,508 on LinkedIn",Full-time,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Analytical SkillsAddAnalyticsAddDashboardAddData AnalyticsAddData ModelingAddData ScienceAddData VisualizationAddDatabasesAddSales & MarketingAddSalesforce.comAdd
Associate Consultant,Antal International,"Jaipur, Rajasthan, India",On-site,"1,001-5,000 employees","1,818 on LinkedIn",7 applicants,"Staffing & Recruiting 1,001-5,000 employees 1,818 on LinkedIn",Full-time · Entry level,"['Source, develop and manage candidate relationships within chosen competency.', 'Qualify candidate suitability for current or future vacancies/clients, through questioning and referencing following best practice at Antal.', 'Actively develop knowledge of assigned niche market to enable you to generate business and business pipeline, through candidate calling, networking and lead generation.', '', '', '', '', '', '', '', '', '']",C (Programming Language)AddCustomer Relationship Management (CRM)AddEnglishAddExecutive SearchAddMarketingAddMarketing MaterialsAddNegotiationAddResearchAddTeam LeadershipAddTeamworkAdd
Jobs on SAP ABAP,ESSENWARE PRIVATE LIMITED,Greater Kolkata Area,On-site,51-200 employees,33 on LinkedIn,2 applicants,Information Technology & Services 51-200 employees 33 on LinkedIn,Contract · Mid-Senior level,"['#Hiring for SAP ABAP and will be deployed at #Client location MNC (CMMIL5).', '#Duration: Contract', '#Notice Period- #Immediate joiners preferred.', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Adobe LiveCycle DesignerAddAdvanced Business Application Programming (ABAP)AddSAP ERPAddSAP FIAddSAP HANAAddSAP ProductsAddSAP Sales & DistributionAddSAPScriptAddStatutory Accounting Principles (SAP)AddTechnical SpecsAdd
Business Analyst - Employee Health and Wellness Startup,Unnati,"Mumbai, Maharashtra, India",On-site,51-200 employees,160 on LinkedIn,14 applicants,Farming 51-200 employees 160 on LinkedIn,Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '', '']",Data AnalysisAnalyticsAddCommunicationAddData AnalyticsAddData VisualizationAddElectronic Data Capture (EDC)AddExploratory Data AnalysisAddKey MetricsAddPredictive AnalyticsAddStatistical AnalysisAdd
Data Center Engineer,NK Securities Research,"Gurgaon, Haryana, India",On-site,11-50 employees,40 on LinkedIn,10 applicants,Financial Services 11-50 employees 40 on LinkedIn,Full-time · Entry level,"['', '', '', '', '', '', '', '', '', '', '', '', '']",CablesAddCommunicationAddData Center InfrastructureAddData CentersAddEnglishAddGoogle SheetsAddIP RoutingAddNetworkingAddTechnical SupportAddTroubleshootingAdd
Acies Consulting - Manager - Business Development,Acies Consulting,"Mumbai, Maharashtra, India",On-site,11-50 employees,Null,Null,Management Consulting 11-50 employees,Full-time · Mid-Senior level,"['Nature of role: Full time', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Financial InstitutionsAddGrief CounselingAddHindiAddMarket KnowledgeAddOperations ProcessesAddPerformance MetricsAddPresentationsAddSalesAddSales OperationsAddSales ProcessesAdd
Digital Transformation Senior,Jobs for Humanity,"Gurugram, Haryana, India",On-site,11-50 employees,32 on LinkedIn,15 applicants,Non-profit Organization Management 11-50 employees 32 on LinkedIn,Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",CommunicationAddConfidentialityAddContractual ObligationsAddHandoverAddMoraleAddPresentationsAddProject InitiationAddProject ManagementAddProject PlansAddTeam PerformanceAdd
UI Developer,Evolent Health,"Pune, Maharashtra, India",Hybrid,"1,001-5,000 employees","2,803 on LinkedIn",37 applicants,"Hospital & Health Care 1,001-5,000 employees 2,803 on LinkedIn",Full-time · Entry level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",AngularJSAddEmber.jsAddEnterprise Solution DesignAddHTML5AddMobile Interface DesignAddModel-View-Controller (MVC)AddModel-view-viewmodel (MVVM)AddService-Oriented Architecture (SOA)AddSoftware RequirementsAddTechnical Solution DesignAdd
Assistant Manager - Purchase,The Phoenix Mills Ltd.,"Lucknow, Uttar Pradesh, India",On-site,"501-1,000 employees",901 on LinkedIn,140 applicants,"Real Estate 501-1,000 employees 901 on LinkedIn",Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Accounting StandardsAddCompliance ManagementAddNew Vendor DevelopmentAddOperational RequirementsAddProcurementAddPurchase OrdersAddPurchasingAddPurchasing ProcessesAddStatutoryAddSupplier EvaluationAdd
Operations Manager,Invicta eSolutions Private Limited,"North Goa, Goa, India",On-site,51-200 employees,69 on LinkedIn,16 applicants,Staffing & Recruiting 51-200 employees 69 on LinkedIn,Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '', '', '']",BudgetingAddCommunicationAddEnglishAddLeadershipAddNegotiationAddOperationsAddProcess ImprovementAddResearchAddTeam ManagementAddTeamworkAdd
Urgent | Urgent | Hiring for Relationship manager- Udaipur,V-Konnect Associates,"Udaipur, Rajasthan, India",On-site,51-200 employees,148 on LinkedIn,7 applicants,Staffing & Recruiting 51-200 employees 148 on LinkedIn,Full-time · Mid-Senior level,"['Handling a group of key Clients providing Financial Advisory Services to the customers and offering Portfolio Investment Services', 'It also includes use of applications actively for designing product suitability matrix, financial planning for the customers', 'Acting as an interface between the bank and its key customers to provide complete Banking Solutions, Portfolio Management, Wealth Management and customer servicing', '', '', '', '', '', '', '', '']",CommunicationAddCustomer ProfitabilityAddCustomer RetentionAddMarketingAddNegotiationAddOperational EfficiencyAddResearchAddSalesAddTeamworkAddTrainingAdd
SharePoint Developer,Accoona Global,"Pune, Maharashtra, India",Hybrid,51-200 employees,30 on LinkedIn,Null,Information Technology & Services 51-200 employees 30 on LinkedIn,Full-time · Mid-Senior level,"['Working knowledge of configuration and custom development of SharePoint components including web parts, event receivers, timer jobs, templates, Features, application pages, site pages, custom list types, site columns, content types, custom workflows and site definitions and web development (HTML, CSS, XSL, XSLT, JavaScript/ jQuery)', 'Hands on experience on SharePoint applications using Client and Server Object modelling .', '']",Cascading Style Sheets (CSS)AddHTMLAddJavaScriptAddObject ModellingAddSharePointAddSharePoint ServerAddWeb PartsAddXSLAddXSLTAddjQueryAdd
Export Documentation Manager,DSRP Enterprises,"Gujarat, India",On-site,11-50 employees,17 on LinkedIn,4 applicants,Staffing & Recruiting 11-50 employees 17 on LinkedIn,Full-time · Mid-Senior level,"['Minimum 7 years in export documentation departmentMaking Proforma invoice and packing list and send to CHA. After container stuffing, follow pre shipment procedures like making documents such as Phyto sanitary certificate, Insurance, Fumigation, providing stuffing details to buyers etc. Providing BL draft to forwarder and meticulously checking the BL drafts and providing approvals. Follow up for BL from forwarders. Making complete set of documents and sending the same to the bank for discounting. Complete banking knowledge of bank discounting and availing packing credit for the bank. Knowledge of BRC and MEIS. Making weekly planner for bank documents, export register and discounting statement. Knowledge of making documents for Merchant Trade. Overall knowledge of DGFT, Customs and other export related bodies. Should have knowledge of agri industry documentation.This job is provided by Shine.com""export import documentation"", documentation, ""export import logistics"", ""export documentation"", ""export administration"", ""document management"", ""export import""']",Document ManagementAddDocumentationAddExport DocumentationAddManualsAddNegotiationAddOnline HelpAddQuality AssuranceAddSoftware DocumentationAddTechnical DocumentationAddTechnical WritingAdd
Apprenti(e) en développement java (f/h),Airbus,Greater Nashik Area,Hybrid,"10,001+ employees","66,307 on LinkedIn",32 applicants,"Aviation & Aerospace 10,001+ employees 66,307 on LinkedIn",Full-time · Entry level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Analytical CapabilityAddEclipseAddEclipse RCPAddEmerging TechnologiesAddIndependenceAddPersonnel SecurityAddSoft SkillsAddSynthesizingAddTransformerAddWritingAdd
Analyst - Strategy/M and A - Infrastructure/Pharma/Logistics,delverve Human Resources Private Limited,"Mumbai, Maharashtra, India",Hybrid,11-50 employees,8 on LinkedIn,Null,Staffing & Recruiting 11-50 employees 8 on LinkedIn,Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Business PlanningAddBuy-sideAddChartered Financial AnalystAddFinancial AnalysisAddFinancial ModelingAddJVsAddLegal AspectsAddLegal Document PreparationAddQuantitative AnalyticsAddQuantitative FinanceAdd
Senior Reporting Analyst,Moody's Corporation,"Gurgaon, Haryana, India",On-site,"10,001+ employees","12,784 on LinkedIn",45 applicants,"Financial Services 10,001+ employees 12,784 on LinkedIn",Full-time,"['Work directly with business partners in defining reporting requirements; where needed create prototypes of the reports to help facilitate the design.', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Data AnalysisAnalyticsAddCommunicationAddComputer ScienceAddData AnalyticsAddPresentation SkillsAddPresentationsAddProject PlansAddReporting & AnalysisAddReporting RequirementsAdd
Telecalling work from home job/internship at Pink Collar Professionals,Pink Collar Professionals,India,Remote,2-10 employees,Null,38 applicants,Marketing & Advertising 2-10 employees,Part-time · Internship,"['', '', '', '', '', '', '']",Data AnalysisAnalytical SkillsAddBusiness CommunicationsAddCommunicationAddEnglishAddMicrosoft ExcelAddOrganization SkillsAddProblem SolvingAddTeam LeadershipAddTeamworkAdd
AGM/ DGM/ GM - Sales,Spaze Towers Pvt. Ltd.,"Gurgaon, Haryana, India",On-site,201-500 employees,243 on LinkedIn,9 applicants,Real Estate 201-500 employees 243 on LinkedIn,Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Business Process ManagementAddChannel SalesAddExpensesAddForecastingAddKey Account ManagementAddMarketing Budget ManagementAddPresentationsAddSales ManagementAddSales Process ImplementationAddSales ProcessesAdd
